timestamp,Frequency_Hz,MechResistance_Ohm,MechCurrent_mag_A,Z_Handpiece_phase_deg,V_Handpiece_mag_V,MechCurrent_phase_deg,Z_Handpiece_mag_Ohm,I_Handpiece_mag_A,Power_W,FreqTrackingQuality,PowerSupplyVoltage,HP_Capacitance_F,FootPedalPos_pct,SucSetting_pct,IrrSetting_mL_per_min,PowSetting_pct,PulseControlState,Irrigation_Actual_ml_per_min,HP_Pressure_psi,Canister_Pressure_psi,time_s
1780343946.2463398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.763458013534546,5.8000874519348145,1780343946.2461617
1780343946.2512953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.763458013534546,5.8000874519348145,1780343946.2512226
1780343946.2564151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.763458013534546,5.8000874519348145,1780343946.2562475
1780343946.2623782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2616403
1780343946.2661865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2661142
1780343946.2712169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2711391
1780343946.2763014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2761412
1780343946.2813048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.281112
1780343946.2862763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2860744
1780343946.2911055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100929726789673e-09,0.0,50.0,15.0,90.0,0,0.0,2.7692184448242188,5.752119064331055,1780343946.2910626
