timestamp,Frequency_Hz,MechResistance_Ohm,MechCurrent_mag_A,Z_Handpiece_phase_deg,V_Handpiece_mag_V,MechCurrent_phase_deg,Z_Handpiece_mag_Ohm,I_Handpiece_mag_A,Power_W,FreqTrackingQuality,PowerSupplyVoltage,HP_Capacitance_F,FootPedalPos_pct,SucSetting_pct,IrrSetting_mL_per_min,PowSetting_pct,PulseControlState,Irrigation_Actual_ml_per_min,HP_Pressure_psi,Canister_Pressure_psi,time_s
1780344257.138035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5515458583831787,5.822292804718018,1780344257.1379466
1780344257.1429276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.14287
1780344257.148492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.148432
1780344257.152811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1527872
1780344257.157867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1578226
1780344257.1635556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.163503
1780344257.168461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1684027
1780344257.1728919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1728334
1780344257.1778266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1777956
1780344257.1828094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1827867
1780344257.1878145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1877875
1780344257.193411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1933696
1780344257.1978393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.1977973
1780344257.2028227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.2027864
1780344257.2078707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.2078326
1780344257.2128193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.212794
1780344257.217811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.2177875
1780344257.2228234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.2227974
1780344257.227838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5447380542755127,5.802603244781494,1780344257.2278023
1780344257.2330282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.232974
1780344257.238406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.238327
1780344257.2429142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2428463
1780344257.2478359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2477949
1780344257.2528713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2528303
1780344257.2581692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2581246
1780344257.2641127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.264029
1780344257.2678435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2678006
1780344257.2728815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2728338
1780344257.277862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2778225
1780344257.2829397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2828782
1780344257.2878804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.287834
1780344257.2928746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.292827
1780344257.2978823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.2978358
1780344257.3028293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.3028047
1780344257.3081083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.3080544
1780344257.314453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.548403739929199,5.736410140991211,1780344257.3143883
1780344257.3178513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3178058
1780344257.3228424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3228014
1780344257.3278027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3277733
1780344257.3328078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.332773
1780344257.3384378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.338394
1780344257.3428495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3428104
1780344257.348593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3478153
1780344257.3528762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.352824
1780344257.3578022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3577747
1780344257.362803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3627746
1780344257.368174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3680332
1780344257.3728468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.372803
1780344257.3778074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.377782
1780344257.3844094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.384364
1780344257.3878176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3877876
1780344257.3928092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9303665332870423e-09,0.0,50.0,15.0,90.0,0,0.0,2.5484039783477783,5.8201985359191895,1780344257.3927715
